gene,snp
IGHD5OR15-5B,rs431493
IGHD4OR15-4B,rs431493
IGHD3OR15-3B,rs431493
IGHD2OR15-2B,rs431493
IGHD1OR15-1B,rs431493
OR11J5P,rs431493
KIAA0125P2,rs431493
RP11-810K23.6,rs431493
RP11-854K16.2,rs431493
RN7SL400P,rs431493
RP11-854K16.3,rs431493
BMS1P16,rs431493
IGHD5OR15-5B,rs432483
IGHD4OR15-4B,rs432483
IGHD3OR15-3B,rs432483
IGHD2OR15-2B,rs432483
IGHD1OR15-1B,rs432483
OR11J5P,rs432483
KIAA0125P2,rs432483
RP11-810K23.6,rs432483
RP11-854K16.2,rs432483
RN7SL400P,rs432483
RP11-854K16.3,rs432483
BMS1P16,rs432483
AC007948.1,rs4329540
RP11-453M23.1,rs4329540
RP11-775G23.1,rs4329540
PTPRD,rs4332138
POTEB2,rs4341893
IGHD5OR15-5B,rs4341893
IGHD4OR15-4B,rs4341893
IGHD3OR15-3B,rs4341893
IGHD2OR15-2B,rs4341893
IGHD1OR15-1B,rs4341893
RP11-810K23.7,rs4341893
RNU6-749P,rs4341893
RP11-810K23.9,rs4341893
RP11-810K23.10,rs4341893
RP11-810K23.5,rs4341893
NF1P1,rs4341893
MIR5701-1,rs4341893
CT60,rs4341893
OR11J2P,rs4341893
OR11J5P,rs4341893
KIAA0125P2,rs4341893
RP11-810K23.6,rs4341893
RP11-854K16.2,rs4341893
BMS1P16,rs4341893
KLF12,rs4345300
RP11-625H11.1,rs4350231
RP11-625H11.2,rs4350231
AC103740.1,rs4350231
MIR190A,rs4350231
RP11-1069G10.1,rs4350231
RP11-1069G10.2,rs4350231
RP11-244F12.1,rs4350231
TLN2,rs4350231
KLF12,rs4361493
POTEB2,rs4362515
IGHD5OR15-5B,rs4362515
IGHD4OR15-4B,rs4362515
IGHD3OR15-3B,rs4362515
IGHD2OR15-2B,rs4362515
IGHD1OR15-1B,rs4362515
RP11-810K23.7,rs4362515
RNU6-749P,rs4362515
RP11-810K23.9,rs4362515
RP11-810K23.10,rs4362515
RP11-810K23.5,rs4362515
NF1P1,rs4362515
MIR5701-1,rs4362515
CT60,rs4362515
OR11J2P,rs4362515
OR11J5P,rs4362515
KIAA0125P2,rs4362515
RP11-810K23.6,rs4362515
RP11-854K16.2,rs4362515
BMS1P16,rs4362515
POTEB2,rs4368289
IGHD5OR15-5B,rs4368289
IGHD4OR15-4B,rs4368289
IGHD3OR15-3B,rs4368289
IGHD2OR15-2B,rs4368289
IGHD1OR15-1B,rs4368289
RP11-810K23.7,rs4368289
RNU6-749P,rs4368289
RP11-810K23.9,rs4368289
RP11-810K23.10,rs4368289
RP11-810K23.5,rs4368289
NF1P1,rs4368289
MIR5701-1,rs4368289
CT60,rs4368289
OR11J2P,rs4368289
OR11J5P,rs4368289
KIAA0125P2,rs4368289
RP11-810K23.6,rs4368289
RP11-854K16.2,rs4368289
BMS1P16,rs4368289
POTEB2,rs4371387
IGHD5OR15-5B,rs4371387
IGHD4OR15-4B,rs4371387
IGHD3OR15-3B,rs4371387
IGHD2OR15-2B,rs4371387
IGHD1OR15-1B,rs4371387
RP11-810K23.7,rs4371387
RNU6-749P,rs4371387
RP11-810K23.9,rs4371387
RP11-810K23.10,rs4371387
RP11-810K23.5,rs4371387
NF1P1,rs4371387
MIR5701-1,rs4371387
CT60,rs4371387
OR11J2P,rs4371387
OR11J5P,rs4371387
KIAA0125P2,rs4371387
RP11-810K23.6,rs4371387
RP11-854K16.2,rs4371387
BMS1P16,rs4371387
MYO16-AS2,rs437444
MYO16-AS1,rs437444
LINC00370,rs437444
MYO16,rs437444
RPL35AP21,rs4382144
TMEM2,rs4382144
RP11-665J16.1,rs4385188
RP11-60L3.2,rs4385188
CTD-2311M21.2,rs4385188
CTD-2311M21.3,rs4385188
UBL7-AS1,rs4385188
RP11-10O17.1,rs4385188
RP11-10O17.3,rs4385188
CTD-3154N5.1,rs4385188
RP11-414J4.2,rs4385188
STRA6,rs4385188
CCDC33,rs4385188
CYP11A1,rs4385188
SEMA7A,rs4385188
UBL7,rs4385188
ARID3B,rs4385188
CLK3,rs4385188
EDC3,rs4385188
CYP1A1,rs4385188
CYP1A2,rs4385188
CSK,rs4385188
LMAN1L,rs4385188
CPLX3,rs4385188
DNM1P33,rs4389672
RN7SL429P,rs4389672
RP11-247C2.1,rs4389672
RP11-665J16.1,rs4389672
RP11-60L3.1,rs4389672
RP11-60L3.2,rs4389672
CTD-2311M21.2,rs4389672
CTD-2311M21.3,rs4389672
STOML1,rs4389672
PML,rs4389672
GOLGA6A,rs4389672
ISLR2,rs4389672
RP11-247C2.2,rs4389672
ISLR,rs4389672
STRA6,rs4389672
CCDC33,rs4389672
RP11-380M21.2,rs439401
RP11-380M21.4,rs439401
SMAD2,rs439401
XPO4,rs439907
LATS2,rs439907
CNOT4P1,rs439907
HNRNPA1P30,rs439907
PPIAP27,rs439907
RPSAP54,rs439907
RNU6-51P,rs439907
LATS2-AS1,rs439907
AC007948.1,rs4409689
RP11-453M23.1,rs4409689
RP11-775G23.1,rs4409689
LINC00330,rs4420638
POTEB2,rs4426495
IGHD5OR15-5B,rs4426495
IGHD4OR15-4B,rs4426495
IGHD3OR15-3B,rs4426495
IGHD2OR15-2B,rs4426495
IGHD1OR15-1B,rs4426495
RP11-810K23.7,rs4426495
RNU6-749P,rs4426495
RP11-810K23.9,rs4426495
RP11-810K23.10,rs4426495
RP11-810K23.5,rs4426495
NF1P1,rs4426495
MIR5701-1,rs4426495
CT60,rs4426495
OR11J2P,rs4426495
OR11J5P,rs4426495
KIAA0125P2,rs4426495
RP11-810K23.6,rs4426495
RP11-854K16.2,rs4426495
BMS1P16,rs4426495
MYO16-AS2,rs443345
MYO16-AS1,rs443345
LINC00370,rs443345
LINC01067,rs443345
LINC00399,rs443345
MYO16,rs443345
RP11-665J16.1,rs4440336
RP11-60L3.2,rs4440336
CTD-2311M21.2,rs4440336
CTD-2311M21.3,rs4440336
UBL7-AS1,rs4440336
RP11-10O17.1,rs4440336
RP11-10O17.3,rs4440336
CTD-3154N5.1,rs4440336
RP11-414J4.2,rs4440336
STRA6,rs4440336
CCDC33,rs4440336
CYP11A1,rs4440336
SEMA7A,rs4440336
UBL7,rs4440336
ARID3B,rs4440336
CLK3,rs4440336
EDC3,rs4440336
CYP1A1,rs4440336
CYP1A2,rs4440336
CSK,rs4440336
LMAN1L,rs4440336
CPLX3,rs4440336
MYO16-AS2,rs444387
MYO16-AS1,rs444387
LINC00370,rs444387
LINC01067,rs444387
LINC00399,rs444387
MYO16,rs444387
LINC00683,rs4447963
RP11-111H3.3,rs4447963
AC034110.1,rs4447963
ARL2BPP1,rs4447963
AC139085.1,rs4447963
AC139085.2,rs4447963
RNU6-346P,rs4447963
RPL26P35,rs4447963
RP11-162A12.3,rs4447963
LINC00908,rs4447963
RP11-162A12.2,rs4447963
ZNF236,rs4447963
LINC00330,rs445925
LCN1P1,rs4489379
ABO,rs4489379
RP11-430N14.4,rs4489379
LCN1P2,rs4489379
RP11-244N20.7,rs4489379
SNORD24,rs4489379
SNORD36B,rs4489379
SNORD36A,rs4489379
SNORD36C,rs4489379
RALGDS,rs4489379
GBGT1,rs4489379
OBP2B,rs4489379
RPL7A,rs4489379
SURF2,rs4489379
TMEM241,rs4490138
RIOK3,rs4490138
C18orf8,rs4490138
NPC1,rs4490138
ANKRD29,rs4490138
LAMA3,rs4490138
RPS10P27,rs4490138
RPL23AP77,rs4490138
POTEB2,rs4502373
IGHD5OR15-5B,rs4502373
IGHD4OR15-4B,rs4502373
IGHD3OR15-3B,rs4502373
IGHD2OR15-2B,rs4502373
IGHD1OR15-1B,rs4502373
RP11-810K23.7,rs4502373
RNU6-749P,rs4502373
RP11-810K23.9,rs4502373
RP11-810K23.10,rs4502373
RP11-810K23.5,rs4502373
NF1P1,rs4502373
MIR5701-1,rs4502373
CT60,rs4502373
OR11J2P,rs4502373
OR11J5P,rs4502373
KIAA0125P2,rs4502373
RP11-810K23.6,rs4502373
RP11-854K16.2,rs4502373
BMS1P16,rs4502373
TMEM241,rs4507059
RIOK3,rs4507059
C18orf8,rs4507059
NPC1,rs4507059
ANKRD29,rs4507059
LAMA3,rs4507059
RPS10P27,rs4507059
RPL23AP77,rs4507059
ACO1,rs4530903
DDX58,rs4530903
TOPORS,rs4530903
NDUFB6,rs4530903
GVQW1,rs4530903
TAF1L,rs4530903
TMEM215,rs4530903
SLC25A5P8,rs4530903
AL353671.2,rs4530903
AL353671.1,rs4530903
TOPORS-AS1,rs4530903
AL353671.3,rs4530903
AL353671.4,rs4530903
RP11-205M20.7,rs4530903
AL589642.1,rs4530903
RP11-555J4.4,rs4530903
RP11-555J4.3,rs4530903
RP11-555J4.2,rs4530903
AL157884.1,rs4530903
IGHD5OR15-5B,rs453862
IGHD4OR15-4B,rs453862
IGHD3OR15-3B,rs453862
IGHD2OR15-2B,rs453862
IGHD1OR15-1B,rs453862
OR11J5P,rs453862
KIAA0125P2,rs453862
RP11-810K23.6,rs453862
RP11-854K16.2,rs453862
RN7SL400P,rs453862
RP11-854K16.3,rs453862
BMS1P16,rs453862
MYO16-AS2,rs454107
MYO16-AS1,rs454107
LINC00370,rs454107
MYO16,rs454107
LINC00402,rs4549504
RNY1P5,rs4549504
RPL21P108,rs4549504
LINC00381,rs4549504
LINC00347,rs4549504
KLF12,rs4549504
AL355390.1,rs4549504
LOXL1-AS1,rs4555772
DNM1P33,rs4555772
RN7SL429P,rs4555772
RP11-247C2.1,rs4555772
STOML1,rs4555772
PML,rs4555772
GOLGA6A,rs4555772
ISLR2,rs4555772
IFT88,rs4560142
IL17D,rs4560142
N6AMT2,rs4560142
XPO4,rs4560142
AL161772.1,rs4560142
AL512652.1,rs4560142
RANP8,rs4560142
RPSAP54,rs4560142
TMEM241,rs4564803
RIOK3,rs4564803
C18orf8,rs4564803
NPC1,rs4564803
ANKRD29,rs4564803
LAMA3,rs4564803
RPS10P27,rs4564803
RPL23AP77,rs4564803
IGHD5OR15-5B,rs4591370
IGHD4OR15-4B,rs4591370
IGHD3OR15-3B,rs4591370
IGHD2OR15-2B,rs4591370
IGHD1OR15-1B,rs4591370
OR11J5P,rs4591370
KIAA0125P2,rs4591370
RP11-810K23.6,rs4591370
RP11-854K16.2,rs4591370
RN7SL400P,rs4591370
RP11-854K16.3,rs4591370
BMS1P16,rs4591370
PLK1S1,rs4596008
RP4-777D9.2,rs4596008
ZNF877P,rs4596008
RP11-227D2.3,rs4596008
RN7SKP140,rs4596008
RP5-984P4.1,rs4596008
GSTM3P1,rs4596008
NKX2-2-AS1,rs4596008
RP5-984P4.4,rs4596008
XRN2,rs4596008
NKX2-4,rs4596008
NKX2-2,rs4596008
MYO16-AS2,rs4603158
MYO16-AS1,rs4603158
LINC00370,rs4603158
LINC01067,rs4603158
LINC00399,rs4603158
MYO16,rs4603158
RNF165,rs4603816
LOXHD1,rs4603816
RP11-665J16.1,rs4604177
RP11-60L3.2,rs4604177
CTD-2311M21.2,rs4604177
CTD-2311M21.3,rs4604177
UBL7-AS1,rs4604177
RP11-10O17.1,rs4604177
RP11-10O17.3,rs4604177
CTD-3154N5.1,rs4604177
RP11-414J4.2,rs4604177
STRA6,rs4604177
CCDC33,rs4604177
CYP11A1,rs4604177
SEMA7A,rs4604177
UBL7,rs4604177
ARID3B,rs4604177
CLK3,rs4604177
EDC3,rs4604177
CYP1A1,rs4604177
CYP1A2,rs4604177
CSK,rs4604177
LMAN1L,rs4604177
CPLX3,rs4604177
LINC00330,rs4605275
KLF12,rs4621540
DNM1P33,rs4627970
RN7SL429P,rs4627970
RP11-247C2.1,rs4627970
RP11-665J16.1,rs4627970
RP11-60L3.1,rs4627970
RP11-60L3.2,rs4627970
CTD-2311M21.2,rs4627970
CTD-2311M21.3,rs4627970
STOML1,rs4627970
PML,rs4627970
GOLGA6A,rs4627970
ISLR2,rs4627970
RP11-247C2.2,rs4627970
ISLR,rs4627970
STRA6,rs4627970
CCDC33,rs4627970
RP11-409O11.3,rs4632781
AL138751.1,rs4632781
TMEM2,rs4632781
ABHD17B,rs4632781
C9orf85,rs4632781
IGHD5OR15-5B,rs4635554
IGHD4OR15-4B,rs4635554
IGHD3OR15-3B,rs4635554
IGHD2OR15-2B,rs4635554
IGHD1OR15-1B,rs4635554
OR11J5P,rs4635554
KIAA0125P2,rs4635554
RP11-810K23.6,rs4635554
RP11-854K16.2,rs4635554
RN7SL400P,rs4635554
RP11-854K16.3,rs4635554
BMS1P16,rs4635554
MYO16-AS2,rs464218
MYO16-AS1,rs464218
LINC00370,rs464218
LINC01067,rs464218
LINC00399,rs464218
MYO16,rs464218
POTEB2,rs4643493
IGHD5OR15-5B,rs4643493
IGHD4OR15-4B,rs4643493
IGHD3OR15-3B,rs4643493
IGHD2OR15-2B,rs4643493
IGHD1OR15-1B,rs4643493
RP11-810K23.7,rs4643493
RNU6-749P,rs4643493
RP11-810K23.9,rs4643493
RP11-810K23.10,rs4643493
RP11-810K23.5,rs4643493
NF1P1,rs4643493
MIR5701-1,rs4643493
CT60,rs4643493
OR11J2P,rs4643493
OR11J5P,rs4643493
KIAA0125P2,rs4643493
RP11-810K23.6,rs4643493
RP11-854K16.2,rs4643493
BMS1P16,rs4643493
TPTE2P1,rs4649084
SLC25A15P3,rs4649084
RPL34P27,rs4649084
AL359757.1,rs4649084
AMER2-AS1,rs4649084
LINC01053,rs4649084
LINC01076,rs4649084
RPL23AP69,rs4649084
AL590787.1,rs4649084
RP11-271M24.2,rs4649084
TCEB2P1,rs4649084
CENPJ,rs4649084
PABPC3,rs4649084
AMER2,rs4649084
MTMR6,rs4649084
NUPL1,rs4649084
ATP8A2,rs4649084
PLK1S1,rs4665176
RP4-777D9.2,rs4665176
ZNF877P,rs4665176
RP11-227D2.3,rs4665176
RN7SKP140,rs4665176
RP5-984P4.1,rs4665176
GSTM3P1,rs4665176
NKX2-2-AS1,rs4665176
RP5-984P4.4,rs4665176
XRN2,rs4665176
NKX2-4,rs4665176
NKX2-2,rs4665176
NPC1,rs4665178
ANKRD29,rs4665178
LAMA3,rs4665178
RPS10P27,rs4665178
RPL23AP77,rs4665178
AC010754.1,rs4665178
NPC1,rs4665179
ANKRD29,rs4665179
LAMA3,rs4665179
RPS10P27,rs4665179
RPL23AP77,rs4665179
AC010754.1,rs4665179
NPC1,rs4665492
ANKRD29,rs4665492
LAMA3,rs4665492
RPS10P27,rs4665492
RPL23AP77,rs4665492
AC010754.1,rs4665492
POTEB2,rs4665639
IGHD5OR15-5B,rs4665639
IGHD4OR15-4B,rs4665639
IGHD3OR15-3B,rs4665639
IGHD2OR15-2B,rs4665639
IGHD1OR15-1B,rs4665639
RP11-810K23.7,rs4665639
RNU6-749P,rs4665639
RP11-810K23.9,rs4665639
RP11-810K23.10,rs4665639
RP11-810K23.5,rs4665639
NF1P1,rs4665639
MIR5701-1,rs4665639
CT60,rs4665639
OR11J2P,rs4665639
OR11J5P,rs4665639
KIAA0125P2,rs4665639
RP11-810K23.6,rs4665639
RP11-854K16.2,rs4665639
BMS1P16,rs4665639
SNORD39,rs4665702
IFNA13,rs4665702
IFNA2,rs4665702
IFNA1,rs4665702
IFNE,rs4665702
RP11-354P17.15,rs4665702
IFNA11P,rs4665702
IFNWP19,rs4665702
MIR31HG,rs4665702
MIR31,rs4665702
RP11-344A7.1,rs4665702
TMEM241,rs4665788
RIOK3,rs4665788
C18orf8,rs4665788
NPC1,rs4665788
ANKRD29,rs4665788
LAMA3,rs4665788
RPS10P27,rs4665788
RPL23AP77,rs4665788
TMEM241,rs4665790
RIOK3,rs4665790
C18orf8,rs4665790
NPC1,rs4665790
ANKRD29,rs4665790
LAMA3,rs4665790
RPS10P27,rs4665790
RPL23AP77,rs4665790
RP11-17M16.2,rs4703642
LINC00683,rs4703642
RP11-111H3.3,rs4703642
AC034110.1,rs4703642
ZNF516,rs4703642
RP11-17M16.1,rs4703642
LINC00908,rs4703642
KLF12,rs4703645
KLF12,rs4703658
LINC00683,rs4704170
RP11-111H3.3,rs4704170
AC034110.1,rs4704170
ARL2BPP1,rs4704170
AC139085.1,rs4704170
AC139085.2,rs4704170
RNU6-346P,rs4704170
RPL26P35,rs4704170
RP11-162A12.3,rs4704170
LINC00908,rs4704170
RP11-162A12.2,rs4704170
ZNF236,rs4704170
DNM1P33,rs4704197
RN7SL429P,rs4704197
RP11-247C2.1,rs4704197
RP11-665J16.1,rs4704197
RP11-60L3.1,rs4704197
RP11-60L3.2,rs4704197
CTD-2311M21.2,rs4704197
CTD-2311M21.3,rs4704197
STOML1,rs4704197
PML,rs4704197
GOLGA6A,rs4704197
ISLR2,rs4704197
RP11-247C2.2,rs4704197
ISLR,rs4704197
STRA6,rs4704197
CCDC33,rs4704197
AL138751.1,rs4704200
HSPB1P1,rs4704200
BTF3P4,rs4704200
RP11-63P12.7,rs4704200
RP11-63P12.2,rs4704200
RNA5SP285,rs4704200
RP11-63P12.6,rs4704200
RP11-217F16.1,rs4704200
RP11-313E4.1,rs4704200
ABHD17B,rs4704200
C9orf85,rs4704200
C9orf57,rs4704200
GDA,rs4704200
ZFAND5,rs4704200
TMC1,rs4704200
LINC00402,rs4704219
RNY1P5,rs4704219
RPL21P108,rs4704219
LINC00381,rs4704219
LINC00347,rs4704219
KLF12,rs4704219
AL355390.1,rs4704219
AL138751.1,rs4704220
HSPB1P1,rs4704220
BTF3P4,rs4704220
RP11-63P12.7,rs4704220
RP11-63P12.2,rs4704220
RNA5SP285,rs4704220
RP11-63P12.6,rs4704220
RP11-217F16.1,rs4704220
RP11-313E4.1,rs4704220
ABHD17B,rs4704220
C9orf85,rs4704220
C9orf57,rs4704220
GDA,rs4704220
ZFAND5,rs4704220
TMC1,rs4704220
LINC00402,rs4704221
RNY1P5,rs4704221
RPL21P108,rs4704221
LINC00381,rs4704221
LINC00347,rs4704221
KLF12,rs4704221
AL355390.1,rs4704221
AC139085.2,rs4704223
RNU6-346P,rs4704223
RPL26P35,rs4704223
RP11-162A12.3,rs4704223
RP11-862L9.3,rs4704223
RP11-751H17.1,rs4704223
RP11-176N18.2,rs4704223
RP11-162A12.2,rs4704223
ZNF236,rs4704223
MBP,rs4704223
GALR1,rs4704223
RP11-665J16.1,rs4704229
RP11-60L3.2,rs4704229
CTD-2311M21.2,rs4704229
CTD-2311M21.3,rs4704229
UBL7-AS1,rs4704229
RP11-10O17.1,rs4704229
RP11-10O17.3,rs4704229
CTD-3154N5.1,rs4704229
RP11-414J4.2,rs4704229
STRA6,rs4704229
CCDC33,rs4704229
CYP11A1,rs4704229
SEMA7A,rs4704229
UBL7,rs4704229
ARID3B,rs4704229
CLK3,rs4704229
EDC3,rs4704229
CYP1A1,rs4704229
CYP1A2,rs4704229
CSK,rs4704229
LMAN1L,rs4704229
CPLX3,rs4704229
RP11-572H4.1,rs4711268
SLC25A6P2,rs4711268
RP11-271O3.1,rs4711268
RP11-291J9.1,rs4711268
RP11-291J9.2,rs4711268
ATP10A,rs4719841
RNA5SP390,rs4719841
ATP10A,rs4722551
RNA5SP390,rs4722551
IFT88,rs473269
IL17D,rs473269
N6AMT2,rs473269
XPO4,rs473269
AL161772.1,rs473269
AL512652.1,rs473269
RANP8,rs473269
RPSAP54,rs473269
IGHD5OR15-5B,rs473448
IGHD4OR15-4B,rs473448
IGHD3OR15-3B,rs473448
IGHD2OR15-2B,rs473448
IGHD1OR15-1B,rs473448
OR11J5P,rs473448
KIAA0125P2,rs473448
RP11-810K23.6,rs473448
RP11-854K16.2,rs473448
RN7SL400P,rs473448
RP11-854K16.3,rs473448
BMS1P16,rs473448
IFT88,rs473770
IL17D,rs473770
N6AMT2,rs473770
XPO4,rs473770
AL161772.1,rs473770
AL512652.1,rs473770
RANP8,rs473770
RPSAP54,rs473770
RP11-879F14.3,rs4738684
RP11-879F14.2,rs4738684
RP11-879F14.1,rs4738684
RP11-1096D5.2,rs4738684
RP11-1096D5.1,rs4738684
IGHD5OR15-5B,rs475887
IGHD4OR15-4B,rs475887
IGHD3OR15-3B,rs475887
IGHD2OR15-2B,rs475887
IGHD1OR15-1B,rs475887
OR11J5P,rs475887
KIAA0125P2,rs475887
RP11-810K23.6,rs475887
RP11-854K16.2,rs475887
RN7SL400P,rs475887
RP11-854K16.3,rs475887
BMS1P16,rs475887
IGHD5OR15-5B,rs476124
IGHD4OR15-4B,rs476124
IGHD3OR15-3B,rs476124
IGHD2OR15-2B,rs476124
IGHD1OR15-1B,rs476124
OR11J5P,rs476124
KIAA0125P2,rs476124
RP11-810K23.6,rs476124
RP11-854K16.2,rs476124
RN7SL400P,rs476124
RP11-854K16.3,rs476124
BMS1P16,rs476124
ARHGEF7-AS2,rs4766578
ARHGEF7-IT1,rs4766578
ARHGEF7-AS1,rs4766578
RP11-65D24.1,rs4766578
LINC00354,rs4766578
AL136302.1,rs4766578
SNORD44,rs4766578
RP11-450H6.3,rs4766578
LINC00404,rs4766578
LINC00403,rs4766578
LINC01070,rs4766578
LINC01043,rs4766578
LINC01044,rs4766578
ARHGEF7,rs4766578
TEX29,rs4766578
RP11-65D24.2,rs4766578
SOX1,rs4766578
SPACA7,rs4766578
ARHGEF7-AS2,rs4767364
ARHGEF7-IT1,rs4767364
ARHGEF7-AS1,rs4767364
RP11-65D24.1,rs4767364
LINC00354,rs4767364
AL136302.1,rs4767364
SNORD44,rs4767364
RP11-450H6.3,rs4767364
LINC00404,rs4767364
LINC00403,rs4767364
LINC01070,rs4767364
LINC01043,rs4767364
LINC01044,rs4767364
ARHGEF7,rs4767364
TEX29,rs4767364
RP11-65D24.2,rs4767364
SOX1,rs4767364
SPACA7,rs4767364
IFT88,rs477146
IL17D,rs477146
N6AMT2,rs477146
XPO4,rs477146
AL161772.1,rs477146
AL512652.1,rs477146
RANP8,rs477146
RPSAP54,rs477146
IGHD5OR15-5B,rs477964
IGHD4OR15-4B,rs477964
IGHD3OR15-3B,rs477964
IGHD2OR15-2B,rs477964
IGHD1OR15-1B,rs477964
OR11J5P,rs477964
KIAA0125P2,rs477964
RP11-810K23.6,rs477964
RP11-854K16.2,rs477964
RN7SL400P,rs477964
RP11-854K16.3,rs477964
BMS1P16,rs477964
IFT88,rs478148
IL17D,rs478148
N6AMT2,rs478148
XPO4,rs478148
AL161772.1,rs478148
AL512652.1,rs478148
RANP8,rs478148
RPSAP54,rs478148
IGHD5OR15-5B,rs478442
IGHD4OR15-4B,rs478442
IGHD3OR15-3B,rs478442
IGHD2OR15-2B,rs478442
IGHD1OR15-1B,rs478442
OR11J5P,rs478442
KIAA0125P2,rs478442
RP11-810K23.6,rs478442
RP11-854K16.2,rs478442
RN7SL400P,rs478442
RP11-854K16.3,rs478442
BMS1P16,rs478442
NPC1,rs478588
ANKRD29,rs478588
LAMA3,rs478588
RPS10P27,rs478588
RPL23AP77,rs478588
AC010754.1,rs478588
H3F3BP1,rs4788454
RPL21P109,rs4788454
DACH1,rs4788454
H3F3BP1,rs4788460
RPL21P109,rs4788460
DACH1,rs4788460
RPL5P3,rs4788589
RP11-673C5.2,rs4788589
RP11-673C5.1,rs4788589
RP11-592N21.1,rs4788589
RP11-592N21.2,rs4788589
AC108861.1,rs4788589
NR2E3,rs4788589
CTD-2524L6.3,rs4788589
LRRC49,rs4788589
THAP10,rs4788589
THSD4,rs4788589
CT62,rs4788589
H3F3BP1,rs4788597
RPL21P109,rs4788597
DACH1,rs4788597
H3F3BP1,rs4788598
RPL21P109,rs4788598
DACH1,rs4788598
H3F3BP1,rs4788600
RPL21P109,rs4788600
DACH1,rs4788600
IGHD5OR15-5B,rs479545
IGHD4OR15-4B,rs479545
IGHD3OR15-3B,rs479545
IGHD2OR15-2B,rs479545
IGHD1OR15-1B,rs479545
OR11J5P,rs479545
KIAA0125P2,rs479545
RP11-810K23.6,rs479545
RP11-854K16.2,rs479545
RN7SL400P,rs479545
RP11-854K16.3,rs479545
BMS1P16,rs479545
SMARCE1P5,rs4803750
LINC00407,rs4803750
TSC22D1,rs4803750
AP001053.11,rs4803759
MYL6P1,rs4803759
RNU6-859P,rs4803759
AGPAT3,rs4803759
TRAPPC10,rs4803759
AP001053.11,rs4803760
MYL6P1,rs4803760
RNU6-859P,rs4803760
AGPAT3,rs4803760
TRAPPC10,rs4803760
RP1-28H20.3,rs4803763
SLC13A3,rs4803763
TP53RK,rs4803763
SLC2A10,rs4803763
RP11-380M21.2,rs4803766
RP11-380M21.4,rs4803766
SMAD2,rs4803766
RP11-380M21.2,rs4803767
RP11-380M21.4,rs4803767
SMAD2,rs4803767
LINC00330,rs4803770
PIEZO2,rs4804147
RP11-93H10.1,rs4804147
IGHD5OR15-5B,rs480732
IGHD4OR15-4B,rs480732
IGHD3OR15-3B,rs480732
IGHD2OR15-2B,rs480732
IGHD1OR15-1B,rs480732
OR11J5P,rs480732
KIAA0125P2,rs480732
RP11-810K23.6,rs480732
RP11-854K16.2,rs480732
RN7SL400P,rs480732
RP11-854K16.3,rs480732
BMS1P16,rs480732
IGHD5OR15-5B,rs480787
IGHD4OR15-4B,rs480787
IGHD3OR15-3B,rs480787
IGHD2OR15-2B,rs480787
IGHD1OR15-1B,rs480787
OR11J5P,rs480787
KIAA0125P2,rs480787
RP11-810K23.6,rs480787
RP11-854K16.2,rs480787
RN7SL400P,rs480787
RP11-854K16.3,rs480787
BMS1P16,rs480787
CHODL,rs4808194
TMPRSS15,rs4808194
CHODL-AS1,rs4808194
RPL37P3,rs4808194
AP000998.2,rs4808194
SNORA81,rs4808199
ABHD3,rs4808199
MIB1,rs4808199
RP11-595B24.2,rs4808199
GATA6,rs4808199
AC091038.1,rs4808199
RN7SL233P,rs4808199
MIR1-2,rs4808199
RP11-268I9.1,rs4808199
RP11-268I9.3,rs4808199
RNU6-1038P,rs4808199
RP11-268I9.4,rs4808199
RNA5SP451,rs4808199
RP11-595B24.1,rs4808199
AC091043.1,rs4808199
RNU6ATAC20P,rs4808199
GATA6-AS1,rs4808199
RP11-627G18.2,rs4808199
RNU6-702P,rs4808199
RP11-627G18.1,rs4808199
RP11-627G18.4,rs4808199
CHODL,rs4808200
TMPRSS15,rs4808200
CHODL-AS1,rs4808200
RPL37P3,rs4808200
AP000998.2,rs4808200
SNORA81,rs4808203
ABHD3,rs4808203
MIB1,rs4808203
RP11-595B24.2,rs4808203
GATA6,rs4808203
AC091038.1,rs4808203
RN7SL233P,rs4808203
MIR1-2,rs4808203
RP11-268I9.1,rs4808203
RP11-268I9.3,rs4808203
RNU6-1038P,rs4808203
RP11-268I9.4,rs4808203
RNA5SP451,rs4808203
RP11-595B24.1,rs4808203
AC091043.1,rs4808203
RNU6ATAC20P,rs4808203
GATA6-AS1,rs4808203
RP11-627G18.2,rs4808203
RNU6-702P,rs4808203
RP11-627G18.1,rs4808203
RP11-627G18.4,rs4808203
SNORA81,rs4808939
ABHD3,rs4808939
MIB1,rs4808939
RP11-595B24.2,rs4808939
GATA6,rs4808939
AC091038.1,rs4808939
RN7SL233P,rs4808939
MIR1-2,rs4808939
RP11-268I9.1,rs4808939
RP11-268I9.3,rs4808939
RNU6-1038P,rs4808939
RP11-268I9.4,rs4808939
RNA5SP451,rs4808939
RP11-595B24.1,rs4808939
AC091043.1,rs4808939
RNU6ATAC20P,rs4808939
GATA6-AS1,rs4808939
RP11-627G18.2,rs4808939
RNU6-702P,rs4808939
RP11-627G18.1,rs4808939
RP11-627G18.4,rs4808939
SNORA81,rs4808957
ABHD3,rs4808957
MIB1,rs4808957
RP11-595B24.2,rs4808957
GATA6,rs4808957
AC091038.1,rs4808957
RN7SL233P,rs4808957
MIR1-2,rs4808957
RP11-268I9.1,rs4808957
RP11-268I9.3,rs4808957
RNU6-1038P,rs4808957
RP11-268I9.4,rs4808957
RNA5SP451,rs4808957
